Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Abdulpur,Abdulpur,Bhuner Heri,Patiala,Punjab,239,116,0,123,1,Yes,Har ghar jal certified,Certificate by public health engineering department,46,46
Ahru Kalan,Ahru Kalan,Bhuner Heri,Patiala,Punjab,1347,103,0,1244,2,Yes,Har ghar jal certified,Certificate by public health engineering department,240,240
Ahru Khurd,Ahru Khurd,Bhuner Heri,Patiala,Punjab,560,110,0,450,1,Yes,Har ghar jal certified,Certificate by public health engineering department,104,104
AKALGARH,AKALGARH,Bhuner Heri,Patiala,Punjab,820,350,12,458,2,Yes,Har ghar jal certified,Certificate by public health engineering department,151,151
Akbarpur Afgana,Akbarpur Afgana,Bhuner Heri,Patiala,Punjab,433,14,0,419,1,Yes,Har ghar jal certified,Certificate by public health engineering department,84,84
Alipur Sikhan,Alipur Sikhan,Bhuner Heri,Patiala,Punjab,549,96,0,453,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Alipur Wazir Sahib,Alipur Wazidpur Sahib,Bhuner Heri,Patiala,Punjab,788,4,0,784,3,Yes,Har ghar jal certified,Certificate by public health engineering department,114,114
Hussainpur Urf Meharban,Aliwal,Bhuner Heri,Patiala,Punjab,690,165,0,525,3,Yes,Har ghar jal certified,Certificate by public health engineering department,153,153
Arnoli,Arnauli,Bhuner Heri,Patiala,Punjab,514,144,0,370,1,Yes,Har ghar jal certified,Certificate by public health engineering department,95,95
Badla,Badla,Bhuner Heri,Patiala,Punjab,425,70,0,355,1,Yes,Har ghar jal certified,Certificate by public health engineering department,90,90
Badli,Badli,Bhuner Heri,Patiala,Punjab,695,57,0,638,1,Yes,Har ghar jal certified,Certificate by public health engineering department,127,127
Bahadurpur Urf Miranpur,Bahadurpur Miran Wala,Bhuner Heri,Patiala,Punjab,1217,75,0,1142,1,Yes,Har ghar jal certified,Certificate by public health engineering department,196,196
Bangran,Bangran,Bhuner Heri,Patiala,Punjab,436,176,0,260,1,Yes,Har ghar jal certified,Certificate by public health engineering department,80,80
Barkatpur,Barkatpur,Bhuner Heri,Patiala,Punjab,1972,24,0,1948,1,Yes,Har ghar jal certified,Certificate by public health engineering department,317,317
Behal,Behal,Bhuner Heri,Patiala,Punjab,1311,418,0,893,2,Yes,Har ghar jal certified,Certificate by public health engineering department,244,244
Behru,Behru,Bhuner Heri,Patiala,Punjab,1933,341,0,1592,1,Yes,Har ghar jal certified,Certificate by public health engineering department,355,355
Bhagwanpur Jattan,Bhagwanpur Jattan,Bhuner Heri,Patiala,Punjab,612,98,0,514,2,Yes,Har ghar jal certified,Certificate by public health engineering department,116,116
Bhankher,Bhankher,Bhuner Heri,Patiala,Punjab,2058,368,0,1690,1,Yes,Har ghar jal certified,Certificate by public health engineering department,378,378
Bhasmara,Bhasmra,Bhuner Heri,Patiala,Punjab,746,100,0,646,1,Yes,Har ghar jal certified,Certificate by public health engineering department,137,137
Bhattian,Bhatian,Bhuner Heri,Patiala,Punjab,1030,279,0,751,1,Yes,Har ghar jal certified,Certificate by public health engineering department,188,188
Budhmore,Bhudmore,Bhuner Heri,Patiala,Punjab,1707,116,0,1591,2,Yes,Har ghar jal certified,Certificate by public health engineering department,324,324
Bhunerheri,Bhunerheri,Bhuner Heri,Patiala,Punjab,2908,730,0,2178,1,Yes,Har ghar jal certified,Certificate by public health engineering department,572,572
Binjal,Binjal,Bhuner Heri,Patiala,Punjab,2832,198,0,2634,2,Yes,Har ghar jal certified,Certificate by public health engineering department,490,490
Bishangarh Jhuggian,Bishan Garh,Bhuner Heri,Patiala,Punjab,453,17,0,436,1,Yes,Har ghar jal certified,Certificate by public health engineering department,93,93
Bishan Nagar Kotla,Bishan Nagar Kotla,Bhuner Heri,Patiala,Punjab,242,24,0,218,1,Yes,Har ghar jal certified,Certificate by public health engineering department,48,48
Bibipur Khurd,Bivipur,Bhuner Heri,Patiala,Punjab,880,21,0,859,2,Yes,Har ghar jal certified,Certificate by public health engineering department,154,154
Budanpur,Budanpur,Bhuner Heri,Patiala,Punjab,148,0,0,148,1,Yes,Har ghar jal certified,Certificate by public health engineering department,22,22
Bure Majra,Bure Majra,Bhuner Heri,Patiala,Punjab,445,167,0,278,1,Yes,Har ghar jal certified,Certificate by public health engineering department,82,82
Chaprahar,Chaprahar,Bhuner Heri,Patiala,Punjab,716,120,0,596,1,Yes,Har ghar jal certified,Certificate by public health engineering department,113,113
Chirwa,Chirwa,Bhuner Heri,Patiala,Punjab,1024,102,0,922,1,Yes,Har ghar jal certified,Certificate by public health engineering department,175,175
Chirwi,Chirwi,Bhuner Heri,Patiala,Punjab,901,0,0,901,1,Yes,Har ghar jal certified,Certificate by public health engineering department,153,153
Chuhat,Chuhat,Bhuner Heri,Patiala,Punjab,960,137,0,823,7,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
Dadherian,Dadharian,Bhuner Heri,Patiala,Punjab,369,104,0,265,1,Yes,Har ghar jal certified,Certificate by public health engineering department,72,72
Daulatpur,Daulatpur Faqiran,Bhuner Heri,Patiala,Punjab,529,32,0,497,1,Yes,Har ghar jal certified,Certificate by public health engineering department,81,81
Devi Nagar Urf Hira Singh Wala,Devi Nagar / Hira Singh Wala,Bhuner Heri,Patiala,Punjab,440,80,0,360,1,Yes,Har ghar jal certified,Certificate by public health engineering department,82,82
Devi Nagar Urf Swai Singh Wala,Devi Nagar / Swai Singh Wala,Bhuner Heri,Patiala,Punjab,1399,191,0,1208,1,Yes,Har ghar jal certified,Certificate by public health engineering department,270,270
Dhagrauli,Dhagrauli,Bhuner Heri,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dhandian,Dhandian,Bhuner Heri,Patiala,Punjab,456,98,0,358,1,Yes,Har ghar jal certified,Certificate by public health engineering department,76,76
Diwanwala Urf Udaipur,Diwanwala Urf Udaipur,Bhuner Heri,Patiala,Punjab,2521,760,0,1761,1,Yes,Har ghar jal certified,Certificate by public health engineering department,489,489
Dondi Majra,Dondi Majra,Bhuner Heri,Patiala,Punjab,1134,51,0,1083,1,Yes,Har ghar jal certified,Certificate by public health engineering department,211,211
Dudhan Gujjran,Dudhan Gujran,Bhuner Heri,Patiala,Punjab,922,194,0,728,1,Yes,Har ghar jal certified,Certificate by public health engineering department,164,164
Dudhan Sadhan,Dudhan Sadhan,Bhuner Heri,Patiala,Punjab,1453,459,0,994,3,Yes,Har ghar jal certified,Certificate by public health engineering department,268,268
Durd,Durd,Bhuner Heri,Patiala,Punjab,487,207,0,280,1,Yes,Har ghar jal certified,Certificate by public health engineering department,87,87
Faridpur,Faridpur,Bhuner Heri,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gagrola,Gagraula,Bhuner Heri,Patiala,Punjab,956,170,0,786,2,Yes,Har ghar jal certified,Certificate by public health engineering department,160,160
Gagroli,Gagrauli,Bhuner Heri,Patiala,Punjab,499,84,0,415,1,Yes,Har ghar jal certified,Certificate by public health engineering department,98,98
Ganeshpur,Ganeshpur,Bhuner Heri,Patiala,Punjab,485,0,0,485,1,Yes,Har ghar jal certified,Certificate by public health engineering department,87,87
Gharam,Gharam,Bhuner Heri,Patiala,Punjab,3247,533,0,2714,2,Yes,Har ghar jal certified,Certificate by public health engineering department,627,627
Guthmara,Guthmera,Bhuner Heri,Patiala,Punjab,912,62,0,850,1,Yes,Har ghar jal certified,Certificate by public health engineering department,159,159
Hadiana,Hadiana,Bhuner Heri,Patiala,Punjab,1898,198,0,1700,1,Yes,Har ghar jal certified,Certificate by public health engineering department,354,354
Hajipur,Hajipur,Bhuner Heri,Patiala,Punjab,759,173,0,586,2,Yes,Har ghar jal certified,Certificate by public health engineering department,168,168
Harigarh,Harigarh,Bhuner Heri,Patiala,Punjab,162,18,0,144,1,Yes,Har ghar jal certified,Certificate by public health engineering department,32,32
Hassanpur Kamboan,Hassanpur Kamboan,Bhuner Heri,Patiala,Punjab,1243,175,0,1068,1,Yes,Har ghar jal certified,Certificate by public health engineering department,223,223
Hiragarh,Hiragarh,Bhuner Heri,Patiala,Punjab,736,370,0,366,1,Yes,Har ghar jal certified,Certificate by public health engineering department,142,142
Hussainpur Urf Meharban,Hussainpura,Bhuner Heri,Patiala,Punjab,690,165,0,525,3,Yes,Har ghar jal certified,Certificate by public health engineering department,153,153
Ibrahimpur,Ibrahimpur,Bhuner Heri,Patiala,Punjab,356,0,0,356,1,Yes,Har ghar jal certified,Certificate by public health engineering department,61,61
Isherheri,Isherheri,Bhuner Heri,Patiala,Punjab,1576,447,0,1129,1,Yes,Har ghar jal certified,Certificate by public health engineering department,270,270
Jalalabad,Jalalabad,Bhuner Heri,Patiala,Punjab,613,17,0,596,1,Yes,Har ghar jal certified,Certificate by public health engineering department,79,79
Jalbera,Jalbehra,Bhuner Heri,Patiala,Punjab,977,285,0,692,1,Yes,Har ghar jal certified,Certificate by public health engineering department,173,173
Julah Kheri,Jallah Kheri,Bhuner Heri,Patiala,Punjab,1601,36,0,1565,2,Yes,Har ghar jal certified,Certificate by public health engineering department,280,280
Jodhpur,Jodhpur,Bhuner Heri,Patiala,Punjab,356,201,0,155,1,Yes,Har ghar jal certified,Certificate by public health engineering department,77,77
Kachhwa,Kachwa,Bhuner Heri,Patiala,Punjab,953,659,0,294,1,Yes,Har ghar jal certified,Certificate by public health engineering department,167,167
Kachhwi,Kachwi,Bhuner Heri,Patiala,Punjab,456,193,0,263,1,Yes,Har ghar jal certified,Certificate by public health engineering department,80,80
Kanaheri,Kahna Heri,Bhuner Heri,Patiala,Punjab,707,81,0,626,1,Yes,Har ghar jal certified,Certificate by public health engineering department,135,135
Katakheri,Katakheri,Bhuner Heri,Patiala,Punjab,379,78,0,301,1,Yes,Har ghar jal certified,Certificate by public health engineering department,72,72
Kathgarh Urf Dharamgarh,Kathgarh Urf Dharamgarh,Bhuner Heri,Patiala,Punjab,1542,839,0,703,1,Yes,Har ghar jal certified,Certificate by public health engineering department,277,277
Khaktan Kalan,Khaktan Kalan,Bhuner Heri,Patiala,Punjab,694,354,0,340,1,Yes,Har ghar jal certified,Certificate by public health engineering department,127,127
Khaktan Khurd,Khaktan Khurd,Bhuner Heri,Patiala,Punjab,359,9,0,350,1,Yes,Har ghar jal certified,Certificate by public health engineering department,69,69
Khalaspur,Khalaspur,Bhuner Heri,Patiala,Punjab,1343,40,0,1303,1,Yes,Har ghar jal certified,Certificate by public health engineering department,246,246
Khansa,Khansa,Bhuner Heri,Patiala,Punjab,708,43,0,665,3,Yes,Har ghar jal certified,Certificate by public health engineering department,111,111
Kharabgarh,Kharabgarh,Bhuner Heri,Patiala,Punjab,1136,133,0,1003,3,Yes,Har ghar jal certified,Certificate by public health engineering department,217,217
Khatauli,Khatauli,Bhuner Heri,Patiala,Punjab,1142,121,0,1021,5,Yes,Har ghar jal certified,Certificate by public health engineering department,210,210
Kheri Raju Singh,Kheri Raju Singh,Bhuner Heri,Patiala,Punjab,802,118,0,684,1,Yes,Har ghar jal certified,Certificate by public health engineering department,155,155
Kheri Ranwa,Kheri Ranwan,Bhuner Heri,Patiala,Punjab,563,258,0,305,1,Yes,Har ghar jal certified,Certificate by public health engineering department,121,121
Kishanpur,Kishanpur,Bhuner Heri,Patiala,Punjab,1008,206,0,802,1,Yes,Har ghar jal certified,Certificate by public health engineering department,239,239
Kohle Majra Urf Naraingarh,Kohle Majra Urf Naraingarh,Bhuner Heri,Patiala,Punjab,1031,396,0,635,2,Yes,Har ghar jal certified,Certificate by public health engineering department,181,181
Lehal Jagir,Lehal Jagir,Bhuner Heri,Patiala,Punjab,228,46,0,182,1,Yes,Har ghar jal certified,Certificate by public health engineering department,40,40
Magar Sahib,Magar Sahib,Bhuner Heri,Patiala,Punjab,952,154,0,798,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Marru,Mahru,Bhuner Heri,Patiala,Punjab,1939,270,0,1669,9,Yes,Har ghar jal certified,Certificate by public health engineering department,373,373
Majal Kalan,Majal Kalan,Bhuner Heri,Patiala,Punjab,1188,154,0,1034,1,Yes,Har ghar jal certified,Certificate by public health engineering department,222,222
Majal Khurd,Majal Khurd,Bhuner Heri,Patiala,Punjab,453,335,0,118,1,Yes,Har ghar jal certified,Certificate by public health engineering department,117,117
Majra Kalan,Majra Kalan,Bhuner Heri,Patiala,Punjab,621,161,0,460,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Maqboolpur Bhaini,Makbulpur Bheni,Bhuner Heri,Patiala,Punjab,435,27,0,408,3,Yes,Har ghar jal certified,Certificate by public health engineering department,69,69
Malikpur Kamboan,Malikpur Kambon,Bhuner Heri,Patiala,Punjab,817,94,0,723,1,Yes,Har ghar jal certified,Certificate by public health engineering department,158,158
Bhagwanpur Jattan,Malkan Rurki,Bhuner Heri,Patiala,Punjab,612,98,0,514,2,Yes,Har ghar jal certified,Certificate by public health engineering department,116,116
Mandi,Mandi,Bhuner Heri,Patiala,Punjab,719,357,0,362,1,Yes,Har ghar jal certified,Certificate by public health engineering department,133,133
Massingan,Massingan,Bhuner Heri,Patiala,Punjab,3862,195,0,3667,7,Yes,Har ghar jal certified,Certificate by public health engineering department,645,645
Bahadurpur Namakgiran,Mehma,Bhuner Heri,Patiala,Punjab,300,0,0,300,1,Yes,Har ghar jal certified,Certificate by public health engineering department,49,49
Mehma,Mehma,Bhuner Heri,Patiala,Punjab,157,0,0,157,1,Yes,Har ghar jal certified,Certificate by public health engineering department,34,34
Salempur Ballian,Mehma,Bhuner Heri,Patiala,Punjab,650,319,0,331,1,Yes,Har ghar jal certified,Certificate by public health engineering department,122,122
Mehmudpur,Mehmood Pur,Bhuner Heri,Patiala,Punjab,431,146,0,285,1,Yes,Har ghar jal certified,Certificate by public health engineering department,77,77
Mehmudpur Jattan,Mehmudpur Jattan,Bhuner Heri,Patiala,Punjab,441,163,0,278,1,Yes,Har ghar jal certified,Certificate by public health engineering department,76,76
Mehmudpur Rurki Urf Rurki Sakatar,Mehmudpur Rurki,Bhuner Heri,Patiala,Punjab,1225,15,0,1210,2,Yes,Har ghar jal certified,Certificate by public health engineering department,235,235
Mehon,Mehon,Bhuner Heri,Patiala,Punjab,1634,784,0,850,1,Yes,Har ghar jal certified,Certificate by public health engineering department,340,340
Mehtabgarh,Metab Garh,Bhuner Heri,Patiala,Punjab,888,182,0,706,1,Yes,Har ghar jal certified,Certificate by public health engineering department,162,162
Mohalgarh,Mohalgarh,Bhuner Heri,Patiala,Punjab,890,95,0,795,2,Yes,Har ghar jal certified,Certificate by public health engineering department,177,177
Moran,Moran,Bhuner Heri,Patiala,Punjab,50,14,0,36,1,Yes,Har ghar jal certified,Certificate by public health engineering department,9,9
Mukhmailpur,Mukhmailpur,Bhuner Heri,Patiala,Punjab,577,367,0,210,1,Yes,Har ghar jal certified,Certificate by public health engineering department,107,107
Murad Majra,Murad Majra,Bhuner Heri,Patiala,Punjab,759,0,0,759,3,Yes,Har ghar jal certified,Certificate by public health engineering department,149,149
Nain Kalan,Nain Kalan,Bhuner Heri,Patiala,Punjab,1356,659,0,697,1,Yes,Har ghar jal certified,Certificate by public health engineering department,277,277
Nain Khurd,Nain Khurd,Bhuner Heri,Patiala,Punjab,110,12,0,98,1,Yes,Har ghar jal certified,Certificate by public health engineering department,17,17
Nandgarh Urf Manak Dehar,Nandgarh Urf Manak Dehar,Bhuner Heri,Patiala,Punjab,492,14,0,478,2,Yes,Har ghar jal certified,Certificate by public health engineering department,99,99
Naraingarh Urf Basawa Singh Wala Urf Adaltiwala,Narain Garh / Basawa Singh Wala,Bhuner Heri,Patiala,Punjab,796,148,0,648,5,Yes,Har ghar jal certified,Certificate by public health engineering department,124,124
Narangwal,Narangwal,Bhuner Heri,Patiala,Punjab,409,40,0,369,2,Yes,Har ghar jal certified,Certificate by public health engineering department,68,68
Niamatpur,Nayamatpur,Bhuner Heri,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nizampur,Nizampur,Bhuner Heri,Patiala,Punjab,521,98,0,423,1,Yes,Har ghar jal certified,Certificate by public health engineering department,159,159
Nurpur Franswala,Noorpur Franswala,Bhuner Heri,Patiala,Punjab,675,148,0,527,1,Yes,Har ghar jal certified,Certificate by public health engineering department,131,131
Ojhan,Ojhan,Bhuner Heri,Patiala,Punjab,667,40,0,627,2,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Palakhan,Palakhan,Bhuner Heri,Patiala,Punjab,244,57,0,187,2,Yes,Har ghar jal certified,Certificate by public health engineering department,47,47
Panjeta,Panjeta,Bhuner Heri,Patiala,Punjab,1267,650,0,617,1,Yes,Har ghar jal certified,Certificate by public health engineering department,192,192
Pathan Majra Urf Majra Khurd,Pathan Majra Urf Majra Khurd,Bhuner Heri,Patiala,Punjab,548,16,0,532,4,Yes,Har ghar jal certified,Certificate by public health engineering department,104,104
Roshanpur Jattan,Patti Jhungian,Bhuner Heri,Patiala,Punjab,3066,407,0,2659,4,Yes,Har ghar jal certified,Certificate by public health engineering department,439,439
Roshanpur Jattan,Patti Kartarpur,Bhuner Heri,Patiala,Punjab,3066,407,0,2659,4,Yes,Har ghar jal certified,Certificate by public health engineering department,439,439
Pipal Heri Urf Mahadevpur,Pipal Heri Urf Mahadevpur,Bhuner Heri,Patiala,Punjab,791,12,0,779,1,Yes,Har ghar jal certified,Certificate by public health engineering department,128,128
Mehmudpur Rurki Urf Rurki Sakatar,Prem Pura,Bhuner Heri,Patiala,Punjab,1225,15,0,1210,2,Yes,Har ghar jal certified,Certificate by public health engineering department,235,235
Paror,Prour,Bhuner Heri,Patiala,Punjab,684,112,0,572,1,Yes,Har ghar jal certified,Certificate by public health engineering department,180,180
Punia Khanna,Punia Khanna,Bhuner Heri,Patiala,Punjab,900,537,0,363,1,Yes,Har ghar jal certified,Certificate by public health engineering department,171,171
Pur,Pur,Bhuner Heri,Patiala,Punjab,887,203,0,684,1,Yes,Har ghar jal certified,Certificate by public health engineering department,170,170
Rajpur,Rajpur,Bhuner Heri,Patiala,Punjab,545,9,0,536,2,Yes,Har ghar jal certified,Certificate by public health engineering department,110,110
Ratta Khera,Ratta Khera,Bhuner Heri,Patiala,Punjab,879,10,0,869,1,Yes,Har ghar jal certified,Certificate by public health engineering department,136,136
Rohar Jagir,Rohar Jagir,Bhuner Heri,Patiala,Punjab,1645,553,0,1092,2,Yes,Har ghar jal certified,Certificate by public health engineering department,298,298
Roshanpur Jattan,Roshanpur,Bhuner Heri,Patiala,Punjab,3066,407,0,2659,4,Yes,Har ghar jal certified,Certificate by public health engineering department,439,439
Shadipur,Sadhipur,Bhuner Heri,Patiala,Punjab,917,32,0,885,2,Yes,Har ghar jal certified,Certificate by public health engineering department,194,194
Julah Kheri,Sadhu Nagar,Bhuner Heri,Patiala,Punjab,1601,36,0,1565,2,Yes,Har ghar jal certified,Certificate by public health engineering department,280,280
Saidpur Veeran,Saidpur Veeran,Bhuner Heri,Patiala,Punjab,90,0,0,90,1,Yes,Har ghar jal certified,Certificate by public health engineering department,16,16
Sampurangarh,Sampurangarh,Bhuner Heri,Patiala,Punjab,364,11,0,353,1,Yes,Har ghar jal certified,Certificate by public health engineering department,61,61
Sanipur Tanda,Sanipur Tanda,Bhuner Heri,Patiala,Punjab,850,0,0,850,3,Yes,Har ghar jal certified,Certificate by public health engineering department,166,166
Sirkapra,Sarkapra,Bhuner Heri,Patiala,Punjab,834,60,0,774,1,Yes,Har ghar jal certified,Certificate by public health engineering department,158,158
Sarkara Farm,Sarkara Farm,Bhuner Heri,Patiala,Punjab,368,52,0,316,1,Yes,Har ghar jal certified,Certificate by public health engineering department,76,76
Surustigarh,Sarustigarh,Bhuner Heri,Patiala,Punjab,509,59,0,450,3,Yes,Har ghar jal certified,Certificate by public health engineering department,131,131
Sheikhupur Jagir,Shekhpur Jagir,Bhuner Heri,Patiala,Punjab,333,17,0,316,1,Yes,Har ghar jal certified,Certificate by public health engineering department,69,69
Sheikhupur,Shekhupur,Bhuner Heri,Patiala,Punjab,1601,15,0,1586,1,Yes,Har ghar jal certified,Certificate by public health engineering department,233,233
Gharam,Sher Garh,Bhuner Heri,Patiala,Punjab,3247,533,0,2714,2,Yes,Har ghar jal certified,Certificate by public health engineering department,627,627
Tajalpur,Tajalpur,Bhuner Heri,Patiala,Punjab,867,378,0,489,1,Yes,Har ghar jal certified,Certificate by public health engineering department,143,143
Tasalpur,Tassalpur,Bhuner Heri,Patiala,Punjab,400,233,0,167,1,Yes,Har ghar jal certified,Certificate by public health engineering department,73,73
Toran,Tauran,Bhuner Heri,Patiala,Punjab,387,89,0,298,1,Yes,Har ghar jal certified,Certificate by public health engineering department,65,65
Teja,Teja,Bhuner Heri,Patiala,Punjab,593,220,0,373,1,Yes,Har ghar jal certified,Certificate by public health engineering department,108,108
Thakurgarh,Thakargarh,Bhuner Heri,Patiala,Punjab,217,55,0,162,1,Yes,Har ghar jal certified,Certificate by public health engineering department,45,45
Tiwana,Tiwana,Bhuner Heri,Patiala,Punjab,772,138,0,634,1,Yes,Har ghar jal certified,Certificate by public health engineering department,159,159
Ulatpur Urf Jawalapur,Ulatpur /Jawalpur,Bhuner Heri,Patiala,Punjab,511,64,0,447,1,Yes,Har ghar jal certified,Certificate by public health engineering department,84,84
Uppli,Upli,Bhuner Heri,Patiala,Punjab,973,51,0,922,1,Yes,Har ghar jal certified,Certificate by public health engineering department,241,241
Bir Kule Majra,Usmanpur,Bhuner Heri,Patiala,Punjab,13,7,0,6,1,Yes,Har ghar jal certified,Certificate by public health engineering department,3,3
Usmanpur,Usmanpur,Bhuner Heri,Patiala,Punjab,716,344,0,372,1,Yes,Har ghar jal certified,Certificate by public health engineering department,132,132
Ajrawar,Ajror,Ghanaur,Patiala,Punjab,4046,1345,0,2701,2,Yes,Har ghar jal certified,Certificate by public health engineering department,735,735
Alamdipur,Alamdipur,Ghanaur,Patiala,Punjab,1125,288,0,837,1,Yes,Har ghar jal certified,Certificate by public health engineering department,212,212
Baghoura,Bagora,Ghanaur,Patiala,Punjab,1473,167,0,1306,1,Yes,Har ghar jal certified,Certificate by public health engineering department,280,280
Bahawalpur,Bahawalpur,Ghanaur,Patiala,Punjab,266,22,0,244,1,Yes,Har ghar jal certified,Certificate by public health engineering department,50,50
Sultanpur,Bahawalpur,Ghanaur,Patiala,Punjab,90,15,0,75,1,Yes,Har ghar jal certified,Certificate by public health engineering department,14,14
Ballopur,Ballopur,Ghanaur,Patiala,Punjab,480,0,0,480,1,Yes,Har ghar jal certified,Certificate by public health engineering department,107,107
Bhat Majra,Bhat Majra,Ghanaur,Patiala,Punjab,1658,259,0,1399,1,Yes,Har ghar jal certified,Certificate by public health engineering department,310,310
Bhuri Majra,Bhuri Majra,Ghanaur,Patiala,Punjab,414,19,0,395,1,Yes,Har ghar jal certified,Certificate by public health engineering department,82,82
Chamaru,Chamaru (372),Ghanaur,Patiala,Punjab,1691,522,0,1169,1,Yes,Har ghar jal certified,Certificate by public health engineering department,314,314
Chapar,Chappar,Ghanaur,Patiala,Punjab,2716,630,0,2086,1,Yes,Har ghar jal certified,Certificate by public health engineering department,507,507
Darwa,Darwa,Ghanaur,Patiala,Punjab,606,199,0,407,1,Yes,Har ghar jal certified,Certificate by public health engineering department,115,115
Faridpur Jattan,Faridpur Jattan,Ghanaur,Patiala,Punjab,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gadapur,Gadapur,Ghanaur,Patiala,Punjab,902,425,0,477,1,Yes,Har ghar jal certified,Certificate by public health engineering department,179,179
Ghanouri Khera,Ghanauri Khera,Ghanaur,Patiala,Punjab,1650,192,0,1458,1,Yes,Har ghar jal certified,Certificate by public health engineering department,290,290
Ghumana,Ghumana,Ghanaur,Patiala,Punjab,1175,279,0,896,2,Yes,Har ghar jal certified,Certificate by public health engineering department,191,191
Ghungran,Ghungran,Ghanaur,Patiala,Punjab,246,170,0,76,1,Yes,Har ghar jal certified,Certificate by public health engineering department,47,47
Hari Majra,Hari Majra,Ghanaur,Patiala,Punjab,2110,292,0,1818,1,Yes,Har ghar jal certified,Certificate by public health engineering department,367,367
Harigarh,Harigarh,Ghanaur,Patiala,Punjab,1030,274,0,756,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Haripur Jhugian,Haripur Jhugian,Ghanaur,Patiala,Punjab,1052,460,0,592,1,Yes,Har ghar jal certified,Certificate by public health engineering department,193,193
Harpalan,Harpalan,Ghanaur,Patiala,Punjab,1069,471,0,598,1,Yes,Har ghar jal certified,Certificate by public health engineering department,195,195
Bhur Majra,Harpalpur,Ghanaur,Patiala,Punjab,34,0,0,34,1,Yes,Har ghar jal certified,Certificate by public health engineering department,9,9
Harpalpur,Harpalpur,Ghanaur,Patiala,Punjab,3297,538,0,2759,1,Yes,Har ghar jal certified,Certificate by public health engineering department,442,442
Hassanpur Jattan,Hussainpur,Ghanaur,Patiala,Punjab,928,184,0,744,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Jamaitgarh,Jamitgarh,Ghanaur,Patiala,Punjab,1541,785,0,756,1,Yes,Har ghar jal certified,Certificate by public health engineering department,308,308
Jand Mangoli,Jand Mangoli,Ghanaur,Patiala,Punjab,1565,360,0,1205,1,Yes,Har ghar jal certified,Certificate by public health engineering department,257,257
Jarikpur,Jarikpur,Ghanaur,Patiala,Punjab,757,228,0,529,1,Yes,Har ghar jal certified,Certificate by public health engineering department,138,138
Jharwan,Jharwan,Ghanaur,Patiala,Punjab,262,22,0,240,1,Yes,Har ghar jal certified,Certificate by public health engineering department,46,46
Jabo Majra,Jobo Majra,Ghanaur,Patiala,Punjab,1029,881,0,148,1,Yes,Har ghar jal certified,Certificate by public health engineering department,189,189
BALHERI,Jogi Majra,Ghanaur,Patiala,Punjab,179,0,0,179,1,Yes,Har ghar jal certified,Certificate by public health engineering department,40,40
Jogi Majra,Jogi Majra,Ghanaur,Patiala,Punjab,398,0,0,398,2,Yes,Har ghar jal certified,Certificate by public health engineering department,79,79
Kaboolpur,Kabulpur,Ghanaur,Patiala,Punjab,1162,36,0,1126,1,Yes,Har ghar jal certified,Certificate by public health engineering department,236,236
Kamalpur,Kamalpur,Ghanaur,Patiala,Punjab,248,0,0,248,1,Yes,Har ghar jal certified,Certificate by public health engineering department,44,44
Kami Kalan,Kami Kalan,Ghanaur,Patiala,Punjab,1972,407,0,1565,1,Yes,Har ghar jal certified,Certificate by public health engineering department,330,330
Kami Khurd,Kami Khurd,Ghanaur,Patiala,Punjab,1439,163,0,1276,1,Yes,Har ghar jal certified,Certificate by public health engineering department,220,220
Kapoori,Kapoori,Ghanaur,Patiala,Punjab,1731,484,0,1247,1,Yes,Har ghar jal certified,Certificate by public health engineering department,293,293
Katlahar,Katlaher,Ghanaur,Patiala,Punjab,270,132,0,138,1,Yes,Har ghar jal certified,Certificate by public health engineering department,51,51
Khalaspur,Khalaspur,Ghanaur,Patiala,Punjab,598,293,0,305,1,Yes,Har ghar jal certified,Certificate by public health engineering department,111,111
Kheri Mandlan,Kheri Mandlan,Ghanaur,Patiala,Punjab,818,183,0,635,1,Yes,Har ghar jal certified,Certificate by public health engineering department,183,183
Kutha Kheri,Khutha Kheri,Ghanaur,Patiala,Punjab,2013,318,0,1695,1,Yes,Har ghar jal certified,Certificate by public health engineering department,396,396
Kohle Majra,Kohle Majra,Ghanaur,Patiala,Punjab,1078,370,0,708,1,Yes,Har ghar jal certified,Certificate by public health engineering department,172,172
Lachhru Kalan,Lachhru Kalan,Ghanaur,Patiala,Punjab,1820,296,0,1524,1,Yes,Har ghar jal certified,Certificate by public health engineering department,350,350
