Village Name,Panchayat Name,Block Name,District Name,State Name,Total Population,SC Population,ST Population,GEN Population,No. of Habitations,Is PWS Available,JJM Status,Har Ghar Jal Certificate,Total Households,Total Tap Connections
Aladadpur,Aladadpur,Amloh,Fatehgarh Sahib,Punjab,567,480,0,87,1,Yes,Har ghar jal certified,Certificate by public health engineering department,106,106
ALI PUR SANDAL,ALIPUR SANDAL,Amloh,Fatehgarh Sahib,Punjab,710,575,0,135,1,Yes,Har ghar jal certified,Certificate by public health engineering department,133,133
Annian,Annian,Amloh,Fatehgarh Sahib,Punjab,910,400,0,510,1,Yes,Har ghar jal certified,Certificate by public health engineering department,187,187
Badgujran,Bad Gujjran,Amloh,Fatehgarh Sahib,Punjab,927,389,0,538,1,Yes,Har ghar jal certified,Certificate by public health engineering department,174,174
Badali,Badali,Amloh,Fatehgarh Sahib,Punjab,1112,423,0,689,1,Yes,Har ghar jal certified,Certificate by public health engineering department,209,209
Badeenpur,Badin Pur,Amloh,Fatehgarh Sahib,Punjab,1896,816,0,1080,1,Yes,Har ghar jal certified,Certificate by public health engineering department,379,379
Baina Bulland,Baina Bulland,Amloh,Fatehgarh Sahib,Punjab,773,643,0,130,1,Yes,Har ghar jal certified,Certificate by public health engineering department,148,148
Bronga Bulland,Baronga Buland,Amloh,Fatehgarh Sahib,Punjab,691,311,0,380,1,Yes,Har ghar jal certified,Certificate by public health engineering department,145,145
Brongazer,Baronga Jar,Amloh,Fatehgarh Sahib,Punjab,1184,427,0,757,1,Yes,Har ghar jal certified,Certificate by public health engineering department,215,215
Banizer,Benizer,Amloh,Fatehgarh Sahib,Punjab,505,117,0,388,1,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Bhadal Thua,Bhadal Thuha,Amloh,Fatehgarh Sahib,Punjab,3499,980,0,2519,1,Yes,Har ghar jal certified,Certificate by public health engineering department,672,672
Bhagwanpur,Bhagwanpura,Amloh,Fatehgarh Sahib,Punjab,885,570,0,315,1,Yes,Har ghar jal certified,Certificate by public health engineering department,156,156
Bhambri,Bhambri,Amloh,Fatehgarh Sahib,Punjab,1340,640,0,700,1,Yes,Har ghar jal certified,Certificate by public health engineering department,203,203
Bharpoorgarh,Bharpur Garh,Amloh,Fatehgarh Sahib,Punjab,1177,673,0,504,1,Yes,Har ghar jal certified,Certificate by public health engineering department,233,233
Bhatton,Bhatton,Amloh,Fatehgarh Sahib,Punjab,525,210,0,315,1,Yes,Har ghar jal certified,Certificate by public health engineering department,109,109
Bholia,Bholian,Amloh,Fatehgarh Sahib,Punjab,539,146,0,393,1,Yes,Har ghar jal certified,Certificate by public health engineering department,99,99
Braichan,Braichan,Amloh,Fatehgarh Sahib,Punjab,1149,518,0,631,1,Yes,Har ghar jal certified,Certificate by public health engineering department,220,220
Brima,Brihma,Amloh,Fatehgarh Sahib,Punjab,175,20,0,155,1,Yes,Har ghar jal certified,Certificate by public health engineering department,36,36
Bugga Kalan,Bugga Kalan,Amloh,Fatehgarh Sahib,Punjab,1590,668,0,922,1,Yes,Har ghar jal certified,Certificate by public health engineering department,278,278
Chattarpur,Chattarpura,Amloh,Fatehgarh Sahib,Punjab,417,162,0,255,1,Yes,Har ghar jal certified,Certificate by public health engineering department,86,86
Chehlan,Chelan,Amloh,Fatehgarh Sahib,Punjab,462,111,0,351,1,Yes,Har ghar jal certified,Certificate by public health engineering department,85,85
Dadheri,Dadheri,Amloh,Fatehgarh Sahib,Punjab,3105,745,0,2360,1,Yes,Har ghar jal certified,Certificate by public health engineering department,621,621
Dargaheri,Dargaheri,Amloh,Fatehgarh Sahib,Punjab,733,347,0,386,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Diva Gandhuan,Deeva Ganduan,Amloh,Fatehgarh Sahib,Punjab,985,312,0,673,2,Yes,Har ghar jal certified,Certificate by public health engineering department,190,190
Dharamgarh,Dharamgarh,Amloh,Fatehgarh Sahib,Punjab,684,151,0,533,1,Yes,Har ghar jal certified,Certificate by public health engineering department,124,124
Fezulapur,Faizulapur,Amloh,Fatehgarh Sahib,Punjab,1832,715,0,1117,1,Yes,Har ghar jal certified,Certificate by public health engineering department,365,365
Fatehgarh Niwan,Fatehgarh Niwan,Amloh,Fatehgarh Sahib,Punjab,1957,632,0,1325,1,Yes,Har ghar jal certified,Certificate by public health engineering department,404,404
Ghulu Majra,Ghulu Majra,Amloh,Fatehgarh Sahib,Punjab,628,76,0,552,1,Yes,Har ghar jal certified,Certificate by public health engineering department,119,119
Ghuteend,Ghutind,Amloh,Fatehgarh Sahib,Punjab,1160,281,0,879,1,Yes,Har ghar jal certified,Certificate by public health engineering department,211,211
Gurdanpur,Gurdhanpur,Amloh,Fatehgarh Sahib,Punjab,825,223,0,602,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Habatpur,Haibatpur,Amloh,Fatehgarh Sahib,Punjab,576,209,0,367,1,Yes,Har ghar jal certified,Certificate by public health engineering department,110,110
Haripur,Haripur,Amloh,Fatehgarh Sahib,Punjab,686,196,0,490,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Himatgarh,Himmatgarh,Amloh,Fatehgarh Sahib,Punjab,218,128,0,90,1,Yes,Har ghar jal certified,Certificate by public health engineering department,47,47
Himatgarh Channa,Himmtgarh Channa,Amloh,Fatehgarh Sahib,Punjab,546,66,0,480,1,Yes,Har ghar jal certified,Certificate by public health engineering department,99,99
Jalalpur,Jalalpur,Amloh,Fatehgarh Sahib,Punjab,924,426,0,498,1,Yes,Har ghar jal certified,Certificate by public health engineering department,171,171
Jallowal,Jallowal,Amloh,Fatehgarh Sahib,Punjab,1044,671,0,373,1,Yes,Har ghar jal certified,Certificate by public health engineering department,186,186
Jassran,Jassran,Amloh,Fatehgarh Sahib,Punjab,1615,660,0,955,1,Yes,Har ghar jal certified,Certificate by public health engineering department,323,323
Jambala,Jhambala,Amloh,Fatehgarh Sahib,Punjab,896,395,0,501,1,Yes,Har ghar jal certified,Certificate by public health engineering department,161,161
Kahanpur,Kahanpur,Amloh,Fatehgarh Sahib,Punjab,937,263,0,674,1,Yes,Har ghar jal certified,Certificate by public health engineering department,150,150
Kalal Majra,Kalal Majra,Amloh,Fatehgarh Sahib,Punjab,797,528,0,269,1,Yes,Har ghar jal certified,Certificate by public health engineering department,145,145
Kanjari,Kanjari,Amloh,Fatehgarh Sahib,Punjab,598,306,0,292,1,Yes,Har ghar jal certified,Certificate by public health engineering department,126,126
Kapoorgarh,Kapurgarh,Amloh,Fatehgarh Sahib,Punjab,1821,1301,0,520,1,Yes,Har ghar jal certified,Certificate by public health engineering department,331,331
Kaulgarh,Kaulgarh,Amloh,Fatehgarh Sahib,Punjab,1427,685,0,742,1,Yes,Har ghar jal certified,Certificate by public health engineering department,239,239
Khanian,Khanyan,Amloh,Fatehgarh Sahib,Punjab,2168,629,0,1539,1,Yes,Har ghar jal certified,Certificate by public health engineering department,415,415
Khumana,Khumna,Amloh,Fatehgarh Sahib,Punjab,1720,1540,0,180,1,Yes,Har ghar jal certified,Certificate by public health engineering department,317,317
Kotla Dadheri,Kotla Dadheri,Amloh,Fatehgarh Sahib,Punjab,2983,1253,0,1730,1,Yes,Har ghar jal certified,Certificate by public health engineering department,608,608
Kotli,Kotli,Amloh,Fatehgarh Sahib,Punjab,314,109,0,205,1,Yes,Har ghar jal certified,Certificate by public health engineering department,62,62
Kumbh,Kumbh,Amloh,Fatehgarh Sahib,Punjab,1455,835,0,620,1,Yes,Har ghar jal certified,Certificate by public health engineering department,282,282
Kumbhra,Kumbhra,Amloh,Fatehgarh Sahib,Punjab,1288,991,0,297,1,Yes,Har ghar jal certified,Certificate by public health engineering department,241,241
Ladpur(hb-5),Laadpur T,Amloh,Fatehgarh Sahib,Punjab,2173,1174,0,999,1,Yes,Har ghar jal certified,Certificate by public health engineering department,445,445
Ladpur (hb-170),Ladpur S,Amloh,Fatehgarh Sahib,Punjab,1054,430,0,624,1,Yes,Har ghar jal certified,Certificate by public health engineering department,153,153
Lakha Singh Wala,Lakha Singh Wala,Amloh,Fatehgarh Sahib,Punjab,862,500,0,362,1,Yes,Har ghar jal certified,Certificate by public health engineering department,158,158
Lalon Khurd,Lalon Khurd,Amloh,Fatehgarh Sahib,Punjab,792,475,0,317,1,Yes,Har ghar jal certified,Certificate by public health engineering department,160,160
Loharmajra,Lohar Majra Kalan,Amloh,Fatehgarh Sahib,Punjab,1991,677,0,1314,1,Yes,Har ghar jal certified,Certificate by public health engineering department,376,376
Machraikalan,Machhrai Kalan,Amloh,Fatehgarh Sahib,Punjab,1040,541,0,499,1,Yes,Har ghar jal certified,Certificate by public health engineering department,197,197
Machrai Khurd,Machhrai Khurd,Amloh,Fatehgarh Sahib,Punjab,1021,552,0,469,1,Yes,Har ghar jal certified,Certificate by public health engineering department,198,198
Majra Manna Singh Wala,Majra Manna Singh Wala,Amloh,Fatehgarh Sahib,Punjab,560,135,0,425,1,Yes,Har ghar jal certified,Certificate by public health engineering department,120,120
Majri Kishne Wali,Majri Kishne Wali,Amloh,Fatehgarh Sahib,Punjab,1413,466,0,947,1,Yes,Har ghar jal certified,Certificate by public health engineering department,257,257
Majrimishri,Majri Misriwali,Amloh,Fatehgarh Sahib,Punjab,144,0,0,144,1,Yes,Har ghar jal certified,Certificate by public health engineering department,28,28
Majri Araian,Majri Raian,Amloh,Fatehgarh Sahib,Punjab,718,295,0,423,1,Yes,Har ghar jal certified,Certificate by public health engineering department,131,131
Mallowal,Malowal,Amloh,Fatehgarh Sahib,Punjab,817,237,0,580,2,Yes,Har ghar jal certified,Certificate by public health engineering department,187,187
Mangarh,Mangarh,Amloh,Fatehgarh Sahib,Punjab,1019,546,0,473,3,Yes,Har ghar jal certified,Certificate by public health engineering department,202,202
Mandarru,Mararru,Amloh,Fatehgarh Sahib,Punjab,541,239,0,302,1,Yes,Har ghar jal certified,Certificate by public health engineering department,100,100
Mahmudpur,Mehmood Pur,Amloh,Fatehgarh Sahib,Punjab,586,225,0,361,1,Yes,Har ghar jal certified,Certificate by public health engineering department,127,127
Mianpur,Mian Pur,Amloh,Fatehgarh Sahib,Punjab,372,186,0,186,1,Yes,Har ghar jal certified,Certificate by public health engineering department,68,68
Mugal Majra,Mugal Majra,Amloh,Fatehgarh Sahib,Punjab,548,76,0,472,1,Yes,Har ghar jal certified,Certificate by public health engineering department,370,370
Mundrian,Munderian,Amloh,Fatehgarh Sahib,Punjab,589,372,0,217,1,Yes,Har ghar jal certified,Certificate by public health engineering department,107,107
Naraingarh,Naraingarh,Amloh,Fatehgarh Sahib,Punjab,1134,650,0,484,2,Yes,Har ghar jal certified,Certificate by public health engineering department,205,205
Noorpur,Nurpur,Amloh,Fatehgarh Sahib,Punjab,1203,843,0,360,1,Yes,Har ghar jal certified,Certificate by public health engineering department,209,209
Paheri,Paheri,Amloh,Fatehgarh Sahib,Punjab,1446,504,0,942,2,Yes,Har ghar jal certified,Certificate by public health engineering department,289,289
Raipur Chobdaran,Raipur Chobdaran,Amloh,Fatehgarh Sahib,Punjab,774,403,0,371,1,Yes,Har ghar jal certified,Certificate by public health engineering department,126,126
Raipurraian,Raipur Raian,Amloh,Fatehgarh Sahib,Punjab,710,540,0,170,1,Yes,Har ghar jal certified,Certificate by public health engineering department,148,148
Rajgarhchanna,Rajgarh Chhanna,Amloh,Fatehgarh Sahib,Punjab,699,112,0,587,1,Yes,Har ghar jal certified,Certificate by public health engineering department,129,129
Ramgarh,Ramgarh,Amloh,Fatehgarh Sahib,Punjab,1427,643,0,784,1,Yes,Har ghar jal certified,Certificate by public health engineering department,247,247
Rangeri Kalan,Rangheri Kalan,Amloh,Fatehgarh Sahib,Punjab,1298,566,0,732,2,Yes,Har ghar jal certified,Certificate by public health engineering department,233,233
Rangeri Khurd,Rangheri Khurd,Amloh,Fatehgarh Sahib,Punjab,559,68,0,491,1,Yes,Har ghar jal certified,Certificate by public health engineering department,117,117
Rattan Palon,Rattan Palon,Amloh,Fatehgarh Sahib,Punjab,814,261,0,553,1,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
Rayawal,Rayewal,Amloh,Fatehgarh Sahib,Punjab,1049,305,0,744,1,Yes,Har ghar jal certified,Certificate by public health engineering department,165,165
Rurki,Rurki,Amloh,Fatehgarh Sahib,Punjab,1027,390,0,637,1,Yes,Har ghar jal certified,Certificate by public health engineering department,209,209
Salan Jiwan Singh,Salana Dara Singh,Amloh,Fatehgarh Sahib,Punjab,3769,1838,0,1931,2,Yes,Har ghar jal certified,Certificate by public health engineering department,730,730
Salana Dulla Singh,Salana Dulla Singh,Amloh,Fatehgarh Sahib,Punjab,2536,990,0,1546,1,Yes,Har ghar jal certified,Certificate by public health engineering department,431,431
Salan Jiwan Singh,Salana Jiwan Singh Wala,Amloh,Fatehgarh Sahib,Punjab,3769,1838,0,1931,2,Yes,Har ghar jal certified,Certificate by public health engineering department,730,730
Bir Mohammadi,Salani,Amloh,Fatehgarh Sahib,Punjab,58,0,0,58,1,Yes,Har ghar jal certified,Certificate by public health engineering department,11,11
Salani,Salani,Amloh,Fatehgarh Sahib,Punjab,2585,1173,0,1412,2,Yes,Har ghar jal certified,Certificate by public health engineering department,407,407
Shahpur,Shahpur,Amloh,Fatehgarh Sahib,Punjab,1221,415,0,806,1,Yes,Har ghar jal certified,Certificate by public health engineering department,221,221
Shamashpur,Shamashpur,Amloh,Fatehgarh Sahib,Punjab,1530,498,0,1032,1,Yes,Har ghar jal certified,Certificate by public health engineering department,298,298
Shergarh,Shergarh,Amloh,Fatehgarh Sahib,Punjab,698,393,0,305,1,Yes,Har ghar jal certified,Certificate by public health engineering department,117,117
Sherpur Majra,Sherpur,Amloh,Fatehgarh Sahib,Punjab,257,0,0,257,1,Yes,Har ghar jal certified,Certificate by public health engineering department,52,52
Shiramajra,Shiraj Majra,Amloh,Fatehgarh Sahib,Punjab,324,45,0,279,1,Yes,Har ghar jal certified,Certificate by public health engineering department,58,58
Saunti,Sonti,Amloh,Fatehgarh Sahib,Punjab,2792,865,0,1927,1,Yes,Har ghar jal certified,Certificate by public health engineering department,528,528
Tanda Badha Kalan,Tanda Badha Kalan,Amloh,Fatehgarh Sahib,Punjab,1147,550,0,597,1,Yes,Har ghar jal certified,Certificate by public health engineering department,241,241
Tanda Badha Khurd,Tanda Badha Khurd,Amloh,Fatehgarh Sahib,Punjab,431,129,0,302,1,Yes,Har ghar jal certified,Certificate by public health engineering department,82,82
Tangrala,Tangrala,Amloh,Fatehgarh Sahib,Punjab,763,274,0,489,1,Yes,Har ghar jal certified,Certificate by public health engineering department,138,138
Tibbi,Tibi,Amloh,Fatehgarh Sahib,Punjab,1084,358,0,726,2,Yes,Har ghar jal certified,Certificate by public health engineering department,227,227
Tooran,Turan,Amloh,Fatehgarh Sahib,Punjab,2578,1703,0,875,1,Yes,Har ghar jal certified,Certificate by public health engineering department,447,447
Abdulpur,Abdulapur,Bassi Pathana,Fatehgarh Sahib,Punjab,687,317,0,370,1,Yes,Har ghar jal certified,Certificate by public health engineering department,125,125
Alampur,Alampur,Bassi Pathana,Fatehgarh Sahib,Punjab,232,22,0,210,1,Yes,Har ghar jal certified,Certificate by public health engineering department,35,35
Badwala,Badwala,Bassi Pathana,Fatehgarh Sahib,Punjab,782,296,0,486,1,Yes,Har ghar jal certified,Certificate by public health engineering department,147,147
Bagh Sikander,Bag Sikander,Bassi Pathana,Fatehgarh Sahib,Punjab,1296,277,0,1019,1,Yes,Har ghar jal certified,Certificate by public health engineering department,191,191
Baher,Baher,Bassi Pathana,Fatehgarh Sahib,Punjab,1237,331,0,906,1,Yes,Har ghar jal certified,Certificate by public health engineering department,250,250
Behrampur,Behrampur,Bassi Pathana,Fatehgarh Sahib,Punjab,842,180,0,662,1,Yes,Har ghar jal certified,Certificate by public health engineering department,121,121
Bhanguan,Bhanguan,Bassi Pathana,Fatehgarh Sahib,Punjab,534,243,0,291,1,Yes,Har ghar jal certified,Certificate by public health engineering department,101,101
Bhuteri,Bhateri,Bassi Pathana,Fatehgarh Sahib,Punjab,1355,410,0,945,1,Yes,Har ghar jal certified,Certificate by public health engineering department,294,294
Bhuchi,Bhuchi,Bassi Pathana,Fatehgarh Sahib,Punjab,288,48,0,240,1,Yes,Har ghar jal certified,Certificate by public health engineering department,54,54
Dadiana,Dadiana,Bassi Pathana,Fatehgarh Sahib,Punjab,951,151,0,800,1,Yes,Har ghar jal certified,Certificate by public health engineering department,200,200
Dhamheri,Damheri,Bassi Pathana,Fatehgarh Sahib,Punjab,1041,369,0,672,1,Yes,Har ghar jal certified,Certificate by public health engineering department,214,214
Dedran,Dedran,Bassi Pathana,Fatehgarh Sahib,Punjab,541,346,0,195,1,Yes,Har ghar jal certified,Certificate by public health engineering department,105,105
Dera Meer Miran,Dera Mir Meran,Bassi Pathana,Fatehgarh Sahib,Punjab,890,179,0,711,1,Yes,Har ghar jal certified,Certificate by public health engineering department,190,190
Dhunda,Dhunda,Bassi Pathana,Fatehgarh Sahib,Punjab,804,340,0,464,1,Yes,Har ghar jal certified,Certificate by public health engineering department,152,152
Fatehpurjattan,Fatehpur Jattan,Bassi Pathana,Fatehgarh Sahib,Punjab,945,320,0,625,1,Yes,Har ghar jal certified,Certificate by public health engineering department,180,180
Fatehpurraian,Fatehpur Raian,Bassi Pathana,Fatehgarh Sahib,Punjab,857,298,0,559,1,Yes,Har ghar jal certified,Certificate by public health engineering department,156,156
Ferozepur,Ferozpur,Bassi Pathana,Fatehgarh Sahib,Punjab,1499,732,0,767,1,Yes,Har ghar jal certified,Certificate by public health engineering department,274,274
Ganduan Kalan,Gandwan Kalan,Bassi Pathana,Fatehgarh Sahib,Punjab,960,469,0,491,1,Yes,Har ghar jal certified,Certificate by public health engineering department,201,201
Ghumandgarh,Ghamandgarh,Bassi Pathana,Fatehgarh Sahib,Punjab,424,66,0,358,1,Yes,Har ghar jal certified,Certificate by public health engineering department,172,172
Gopalon,Gopalon,Bassi Pathana,Fatehgarh Sahib,Punjab,1157,401,0,756,1,Yes,Har ghar jal certified,Certificate by public health engineering department,227,227
Gunia Majri,Gunia Majri,Bassi Pathana,Fatehgarh Sahib,Punjab,394,27,0,367,1,Yes,Har ghar jal certified,Certificate by public health engineering department,68,68
Hazipur,Hajipur,Bassi Pathana,Fatehgarh Sahib,Punjab,240,149,0,91,1,Yes,Har ghar jal certified,Certificate by public health engineering department,49,49
Harlalpur,Harlalpura,Bassi Pathana,Fatehgarh Sahib,Punjab,880,236,0,644,1,Yes,Har ghar jal certified,Certificate by public health engineering department,181,181
