Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
MIANPUR (32757),MIAN PUR ( 11501 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MIRPUR (32742),MIR PUR ( 11502 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAHMADI PUR (32763),MOHAMADI PUR ( 11503 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
MULEPUR (32774),MULEPUR ( 11506 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MULLANPURKALAN (32642),Mullanpur Kalan ( 11504 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MULLANPURKHURD (32641),Mullanpur Khurd ( 11505 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NABIPUR (32730),NABIPUR ( 11507 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NALINA KALAN (32754),NALINA KALAN ( 11508 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0
NALINAKHURD (32755),NALINA KHURD ( 11509 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NALINI (32775),NALINI ( 11510 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NARAINGARH CHHANNA (32777),Nariangarh Chhanan ( 11511 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Nau Lakha (32787),NAULAKHA ( 11513 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANDRALI (32794),PANDRALI ( 11514 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0
PANJOLA (32773),PANJOLA ( 11515 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
PANJOLI KALAN (32756),PANJOLI KALAN ( 11516 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
AMAR GARH (32759),PANJOLI KHURD ( 11517 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0
POLA (32760),POLA ( 11518 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAJINDER NAGAR (32784),RAJINDER NAGAR ( 11519 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
HALLO TALI (32766),RATTAN GARH ( 11520 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REONA BHOLA (32722),REONA BHOLA ( 11521 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
REONA NIWAN (32721),REONA NIWAN ( 11522 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0
REONA UCHA (32723),REONA UCHA ( 11523 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RURKI (32788),ROORKI ( 11524 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0
SAIDPURA (32712),SAID PURA ( 11525 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
SAIFALPUR (32771),SAIFAL PUR ( 11526 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SANGATPURA (32744),SANGAT PUR SODHIAN ( 11527 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SANIPUR (32734),SANIPUR ( 11528 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SARANA (32782),SARANA ( 11529 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0
SHEKHUPURA (32769),SHEKHU PURA ( 11530 ),SIRHIND ( 240 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
