Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
HARYAOO KHURD (36256),HARYAOO KHURD ( 18938 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SHUTRANA (36258),HIRA NAGAR ( 244218 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0
DAROLI (36277),HIRA NAGAR DAROLI ( 18939 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BARAS (36286),HIRA PATTI BRASS ( 277567 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaikhar (36262),JAIKHER ( 18940 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jalalpur (36281),JALALPUR ( 18941 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JAWALAPUR ALIAS BAHMAN MAJRA (36287),JAWALAPUR ( 18942 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DUGAL KALAN (36269),JEONPUR ( 18943 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
JOGEWALA (36245),JOGEWAL ( 18944 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BAKRAHA (36278),JOGINDER NAGAR ( 244217 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kahangarh Gharachon (36265),KAHANGARH GHARCHON ( 18945 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Kalar Bhaini (36254),Kalar Bhaini (154) ( 18946 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
KALBANO (36282),KALBANU ( 18947 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ARNO (36236),KAMALPUR ( 277575 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAHIMPURA ALIAS KANGTHALA (36243),KANGTHALA ( 18948 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SHADIPUR ALIAS MOMIAN (36261),KARTARPUR ( 18950 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
GANESHPURA ALIAS SEONA (36292),KATH ( 277576 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khanewal (36251),KHANEWAL ( 18951 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Khang (36250),KHANG ( 18952 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Khaspur (36264),KHASPUR ( 18953 ),PATRAN ( 328 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
