Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
PATARSIKALAN (32718),PATARSI KALAN ( 11420 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PATARSIKHURD (32719),PATARSI KHURD ( 11421 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PATTON (32534),PATTON ( 11422 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PAWALA (32536),PAWALA ( 11423 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PIRJAIN (32665),PIR JAIN ( 11424 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAJINDERGARH (32717),RAJINDER GARH ( 11425 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAMGARH SANIAN (32699),RAMGARH SANIAN ( 11426 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAMPUR (32679),RAMPUR ( 11427 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RAMPUR NAUBAD (32700),RAMPUR NAU ABAD ( 11428 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SADHUGARH (32716),RAMPUR NAU ABAD ( 11428 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RANDHAWA (32702),RANDHAWA ( 11429 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASHIDPURA (32704),RASIDPUR ( 11430 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RASOOLPUR (32542),RASULPUR ( 11431 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SADDO MAJRA (32706),SADO MAJRA ( 11432 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SADDO MAJRA (32706),SADO MAJRA (NAI ABADI) ( 11433 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SALEMPUR (32692),SALEM PUR ( 11434 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
SEMPLA (32546),SAMPLA ( 11435 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SEMPLI (32547),Sampli ( 11436 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SHAMSHER NAGAR (32707),SHAMSHER NAGAR ( 11438 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SINDHRAN (32689),SINDRAN ( 11439 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRKAPRA (32544),SIR KAPRA ( 11437 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
TAJPURA (32533),Tajpur ( 11440 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
TIMBERPUR (32681),TIMBER PUR ( 11441 ),KHERA ( 239 ),FATEHGARH SAHIB ( 30 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
