Village Name,Panchayat Name,Block Name,District Name,State Name,ODF Declaration Status,Total - Community Compost Pits,Total - Vehicles for collection & transportation of waste,Total - Waste collection and segregation sheds in the village,Total - Segregation Bins at Community places in the village,Total - Community Bio-Gas plants - under other schemes,Total - Compost Pits,Total - BioGas Plants,Total - Feeding to Cattle,Total - Household Bins,Total - Community Soak/Leach/Magic Pits,Total - Drainage facility available in village,Total - Community Grey Water Management Systems,Total - Leach Pits,Total - Magic Pits,Total - Soak Pits,Total - Kitchen Garden,Total - Duckweed Pond
BOSAR KALAN (36813),BOSAR KALAN ( 19215 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BOSAR KHURD (36812),BOSAR KALAN ( 19215 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BUDHANPUR (36547),BUDHANPUR ( 19216 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Chamarheri (36501),CHAMARHERI ( 18816 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
CHURASON (36652),CHARASON ( 19217 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Chaura (36549),CHAURA ( 19218 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Dalanpur (36551),DALANPUR ( 19222 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
Dandoa (36622),DANDOA ( 19224 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
DAULATTPUR (36705),DAULATPUR ( 18828 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Daun Kalan (36503),DAUN KALAN ( 18820 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daun Khurd (36485),DAUN KHURD ( 18821 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deelwal (36538),Deelwal ( 19233 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MARDANHERI (36631),DERA BAZIGAR ( 19228 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BALASPUR (36624),DERA BAZZIGAR ( 277558 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHANSAN (36610),DERA JAGAT PUR ( 244240 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhareri Jattan (36499),DHARERI JATTAN ( 18825 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
DULBHA (36653),DULBHA ( 19223 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Farm Bahadurgarh (36502),FARM BAHADURGARH ( 244263 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatehpur Rajputan (36677),FATEHPUR RAJPUTAN ( 19235 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
Fatehpur Jattan (36491),Fathepur Jattan ( 18832 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,1,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0
Ganour (36680),Ganour ( 19236 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
GAUNSPURA (36494),GAUNSPUR ( 18834 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,1,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0
Ghalori (36550),GHALORI ( 19237 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,0,1,1,0,0,0,0,42,0,0,1,0,0,0,0,0,0
SMASHPUR (36542),GURU NANAK NAGAR ( 244254 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
RURKI KASBA (CT) (36830),HARGOBIND COLONY ( 244260 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hassanpur Prohtan (36530),HASANPUR PROHTAN ( 18837 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RURKI KASBA (CT) (36830),HIRA COLONY ( 18838 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),This village is NOT declared as ODF-Plus,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Hussainpur Jolla (36626),HUSSAIN PUR JOLLA ( 19241 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jaffarnagar/ Sadiwal (36488),Jafar Nagar Sadiwal ( 244253 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAFFARPUR (36661),JAFARPUR ( 19242 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jalalpur (36548),JALAL PUR ( 19244 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Janherian (36490),JANHERIAN ( 18841 ),SANOUR ( 331 ),PATIALA ( 41 ),Punjab ( 3 ),,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
